unit_id,release_path,source_path,source_sha256,package_sha256,bytes
hiha_primary,code/experiments/missing_celltype/build_hiha_submission_staging.py,experiments/missing_celltype/build_hiha_submission_staging.py,9a719cf80d6f95ff19a014c44456a437e4a8732f60964dbe7e2a487e94b3a044,9a719cf80d6f95ff19a014c44456a437e4a8732f60964dbe7e2a487e94b3a044,24292
hiha_primary,code/experiments/missing_celltype/generate_grid_configs.py,experiments/missing_celltype/generate_grid_configs.py,0335d9d15d8196fab76cf7102c7ea9fe7ce1fb45a6f61b9dcec3e22833ea7686,0335d9d15d8196fab76cf7102c7ea9fe7ce1fb45a6f61b9dcec3e22833ea7686,7738
hiha_primary,code/experiments/missing_celltype/generate_hiha_dc_compare_baselines.py,experiments/missing_celltype/generate_hiha_dc_compare_baselines.py,fd81b2a04feb6f6aadc8b80be228fdaa5b07e8964a6c7be0bff577e8f56ef146,fd81b2a04feb6f6aadc8b80be228fdaa5b07e8964a6c7be0bff577e8f56ef146,2434
hiha_primary,code/experiments/missing_celltype/generate_hiha_dc_experiment_overview.py,experiments/missing_celltype/generate_hiha_dc_experiment_overview.py,2fe897fc983f3f6ae08700ece2f9507f9f265925266f2d1b61f9076fdead0ad5,2fe897fc983f3f6ae08700ece2f9507f9f265925266f2d1b61f9076fdead0ad5,1308
hiha_primary,code/experiments/missing_celltype/generate_hiha_dc_figure2_panels.py,experiments/missing_celltype/generate_hiha_dc_figure2_panels.py,9c3f483cccbd76eb4575b5f2e9a667ed5145fd1e313825604582e21240c90135,9c3f483cccbd76eb4575b5f2e9a667ed5145fd1e313825604582e21240c90135,4155
hiha_primary,code/experiments/missing_celltype/generate_hiha_dc_reformulation.py,experiments/missing_celltype/generate_hiha_dc_reformulation.py,b90feb0b9aa21d219990f6f7ca5083362ae73e6afadd62064cfe50cdeb2637e4,b90feb0b9aa21d219990f6f7ca5083362ae73e6afadd62064cfe50cdeb2637e4,1185
hiha_primary,code/experiments/missing_celltype/generate_hiha_dc_report_leave_one_configs.py,experiments/missing_celltype/generate_hiha_dc_report_leave_one_configs.py,658680394d0ccaebf659dc9a2993e6665aa440857abd80e1d1692d18267fb261,658680394d0ccaebf659dc9a2993e6665aa440857abd80e1d1692d18267fb261,6488
hiha_primary,code/pyproject.toml,pyproject.toml,43ad9a8bd4077717090c9575a10c9c4ada949dfc61beed6c74209a31c5935231,43ad9a8bd4077717090c9575a10c9c4ada949dfc61beed6c74209a31c5935231,1434
hiha_primary,code/src/coreot/__init__.py,src/coreot/__init__.py,56d9ab70434a1b29f0b74cc32b8d93074db839d560d3904b7bfb17ceb6211427,56d9ab70434a1b29f0b74cc32b8d93074db839d560d3904b7bfb17ceb6211427,79
hiha_primary,code/src/coreot/artifacts/__init__.py,src/coreot/artifacts/__init__.py,3c04551a64cbfe6c0267e03fe65b0d33d0feaa7385b288e884a303c5915dcee6,3c04551a64cbfe6c0267e03fe65b0d33d0feaa7385b288e884a303c5915dcee6,55
hiha_primary,code/src/coreot/artifacts/hashes.py,src/coreot/artifacts/hashes.py,4d7736415917f73fd9d38fd32a8e653054ea3f17359f4b615dceece348d76c31,4d7736415917f73fd9d38fd32a8e653054ea3f17359f4b615dceece348d76c31,351
hiha_primary,code/src/coreot/artifacts/manifests.py,src/coreot/artifacts/manifests.py,4c3e8ff5d6bc0f0198cf7d3d1571a5109ab35d0dc11889ca78e1455a1f71cd9d,4c3e8ff5d6bc0f0198cf7d3d1571a5109ab35d0dc11889ca78e1455a1f71cd9d,980
hiha_primary,code/src/coreot/artifacts/run_artifacts.py,src/coreot/artifacts/run_artifacts.py,ea465df8db8fa02306ba96f6a57504153814a42af276b6c7d69c48ea1dbd6aeb,ea465df8db8fa02306ba96f6a57504153814a42af276b6c7d69c48ea1dbd6aeb,13034
hiha_primary,code/src/coreot/benchmarks/__init__.py,src/coreot/benchmarks/__init__.py,353d8ac4de156eb180793636f9752b3cfca9bed2a4f2ff263f4494442ce45413,353d8ac4de156eb180793636f9752b3cfca9bed2a4f2ff263f4494442ce45413,38
hiha_primary,code/src/coreot/benchmarks/conditions.py,src/coreot/benchmarks/conditions.py,7ee407e6f4a3f23211ff28be7f4d816db3e4a6d031c99cc1707bb33e2e1667eb,7ee407e6f4a3f23211ff28be7f4d816db3e4a6d031c99cc1707bb33e2e1667eb,242
hiha_primary,code/src/coreot/benchmarks/missing_state.py,src/coreot/benchmarks/missing_state.py,07dc2f0ad083746cda6b645057f7907307ae136b4c1c787788b2940f18c44bd5,07dc2f0ad083746cda6b645057f7907307ae136b4c1c787788b2940f18c44bd5,28634
hiha_primary,code/src/coreot/benchmarks/splits.py,src/coreot/benchmarks/splits.py,bdbc391377308b920ea87aaf79276346735351efd4b0d5617af55a5f7e213c55,bdbc391377308b920ea87aaf79276346735351efd4b0d5617af55a5f7e213c55,4070
hiha_primary,code/src/coreot/benchmarks/validation.py,src/coreot/benchmarks/validation.py,52c21425ce2f81008b9bff9feec0a97dd5f550e728cbbfafc2e98650e1b811b8,52c21425ce2f81008b9bff9feec0a97dd5f550e728cbbfafc2e98650e1b811b8,14292
hiha_primary,code/src/coreot/candidates/__init__.py,src/coreot/candidates/__init__.py,aa0fba9f700989f75e7643d746ab18575fd1ae42185e2d332689256aa753da13,aa0fba9f700989f75e7643d746ab18575fd1ae42185e2d332689256aa753da13,45
hiha_primary,code/src/coreot/candidates/knn.py,src/coreot/candidates/knn.py,517da9625cd445317c0fbf13e26b9ea4847be76dbb08173a4b7ae82da4a6d01e,517da9625cd445317c0fbf13e26b9ea4847be76dbb08173a4b7ae82da4a6d01e,4751
hiha_primary,code/src/coreot/candidates/runner.py,src/coreot/candidates/runner.py,93a0c15ddcebe393d505aafa22081b3fb5970f5f75adf2e4a1ed1cf0e58c44f8,93a0c15ddcebe393d505aafa22081b3fb5970f5f75adf2e4a1ed1cf0e58c44f8,8206
hiha_primary,code/src/coreot/candidates/scaling.py,src/coreot/candidates/scaling.py,ea5bade3740c6149d5517c1b7e467d6e7728a3aec904a74901672448434d8350,ea5bade3740c6149d5517c1b7e467d6e7728a3aec904a74901672448434d8350,891
hiha_primary,code/src/coreot/cli.py,src/coreot/cli.py,4e1ec7bcb8cc922f97702c6b7752300dc425c51cae010b1d5d41e2f4451a566d,4e1ec7bcb8cc922f97702c6b7752300dc425c51cae010b1d5d41e2f4451a566d,8474
hiha_primary,code/src/coreot/config/__init__.py,src/coreot/config/__init__.py,010f775ba2f50106a58619718cc4eeab454813a0d8fe81ad716e92083ed0110f,010f775ba2f50106a58619718cc4eeab454813a0d8fe81ad716e92083ed0110f,44
hiha_primary,code/src/coreot/config/load.py,src/coreot/config/load.py,7ffb2533dbe89ac82f913e14ca4edcd2a0e1b84e80af73234c86a8b789c06a85,7ffb2533dbe89ac82f913e14ca4edcd2a0e1b84e80af73234c86a8b789c06a85,419
hiha_primary,code/src/coreot/data/__init__.py,src/coreot/data/__init__.py,a6a64f2c826141b894c9e3ff305ffe322b67cd6c1545d436b91241a291201bff,a6a64f2c826141b894c9e3ff305ffe322b67cd6c1545d436b91241a291201bff,40
hiha_primary,code/src/coreot/data/hidden.py,src/coreot/data/hidden.py,adbc37c97c450f3982a088734d92d01ea35db69e96d50a7d112b494060e03932,adbc37c97c450f3982a088734d92d01ea35db69e96d50a7d112b494060e03932,222
hiha_primary,code/src/coreot/data/model_visible.py,src/coreot/data/model_visible.py,e953a9aacdb424730e26963869900f9d65566ad5b637a2a2f39bcc6283c05ec1,e953a9aacdb424730e26963869900f9d65566ad5b637a2a2f39bcc6283c05ec1,1610
hiha_primary,code/src/coreot/data/raw_import.py,src/coreot/data/raw_import.py,813a25284c7829b8d597d9bb372d66296a422798e84386e9b7b7c2fc6e9285b7,813a25284c7829b8d597d9bb372d66296a422798e84386e9b7b7c2fc6e9285b7,11837
hiha_primary,code/src/coreot/data/schemas.py,src/coreot/data/schemas.py,259a1ad2fabec15ed23e55cd6f41a1efc73b74f3f62cf80220e3d351e9c77fc1,259a1ad2fabec15ed23e55cd6f41a1efc73b74f3f62cf80220e3d351e9c77fc1,2760
hiha_primary,code/src/coreot/data/validation.py,src/coreot/data/validation.py,663ba102466b8057947d0799d7b695b5d4515b2742c58abf9bec62d18422acb9,663ba102466b8057947d0799d7b695b5d4515b2742c58abf9bec62d18422acb9,2213
hiha_primary,code/src/coreot/embeddings/__init__.py,src/coreot/embeddings/__init__.py,1f1d4d04808216679762c567da09836a5da5d767fe8fb87548d3efe20ef9b14f,1f1d4d04808216679762c567da09836a5da5d767fe8fb87548d3efe20ef9b14f,33
hiha_primary,code/src/coreot/embeddings/incremental.py,src/coreot/embeddings/incremental.py,f2670d373a1cba664a31682550efb6e710e7553d90ad82679d64ea442e868042,f2670d373a1cba664a31682550efb6e710e7553d90ad82679d64ea442e868042,3482
hiha_primary,code/src/coreot/embeddings/pca.py,src/coreot/embeddings/pca.py,4074d5078b79c44bf0736fb5c58669b3ee74146a30754baed66dbb0f248c9f92,4074d5078b79c44bf0736fb5c58669b3ee74146a30754baed66dbb0f248c9f92,1711
hiha_primary,code/src/coreot/embeddings/row_identity.py,src/coreot/embeddings/row_identity.py,0a0944363bf8a4348be0f8098537005c984998c7cf881229344aea365076a962,0a0944363bf8a4348be0f8098537005c984998c7cf881229344aea365076a962,301
hiha_primary,code/src/coreot/embeddings/runner.py,src/coreot/embeddings/runner.py,5b303f4c438394a2ccd0f304c6fecefb23dc1b9e0c414d78595cafa7cb72ad70,5b303f4c438394a2ccd0f304c6fecefb23dc1b9e0c414d78595cafa7cb72ad70,11552
hiha_primary,code/src/coreot/evaluation/__init__.py,src/coreot/evaluation/__init__.py,e8b05530c934c9177edd7363ef337291911105523d58b7b69ecc07fc40aca95c,e8b05530c934c9177edd7363ef337291911105523d58b7b69ecc07fc40aca95c,61
hiha_primary,code/src/coreot/evaluation/metrics.py,src/coreot/evaluation/metrics.py,8809e396d0d85d3a7a7e24ddd1b031b455edb3e14a39b547acabb335b6dba24d,8809e396d0d85d3a7a7e24ddd1b031b455edb3e14a39b547acabb335b6dba24d,1136
hiha_primary,code/src/coreot/evaluation/runner.py,src/coreot/evaluation/runner.py,607e141e34bfb5079cb39b27f568ace93ed007a4006ce5efa148db82a2670277,607e141e34bfb5079cb39b27f568ace93ed007a4006ce5efa148db82a2670277,10101
hiha_primary,code/src/coreot/external_baselines/__init__.py,src/coreot/external_baselines/__init__.py,1a679504550734984f2bbb792b37104da48e4597bf798167902dd8407e39d878,1a679504550734984f2bbb792b37104da48e4597bf798167902dd8407e39d878,491
hiha_primary,code/src/coreot/external_baselines/runner.py,src/coreot/external_baselines/runner.py,03d021f029b68af4b96d10f32028eef7a66e12a5b0c9afed712792d03e6b51c4,03d021f029b68af4b96d10f32028eef7a66e12a5b0c9afed712792d03e6b51c4,38554
hiha_primary,code/src/coreot/external_baselines/schema.py,src/coreot/external_baselines/schema.py,eec3d62c33facbd9589c417c49af50af0634cab804726b3494f25fee1bbf22ef,eec3d62c33facbd9589c417c49af50af0634cab804726b3494f25fee1bbf22ef,2183
hiha_primary,code/src/coreot/preprocessing/__init__.py,src/coreot/preprocessing/__init__.py,2936e53aa12b76d9320d7c1cb6596759d66f373cabb25e18c9ecd72209443249,2936e53aa12b76d9320d7c1cb6596759d66f373cabb25e18c9ecd72209443249,29
hiha_primary,code/src/coreot/preprocessing/expression.py,src/coreot/preprocessing/expression.py,503d0e1557e5c730d3c71f8eb47e0f95675f879a7211476245c3ddd09afc1376,503d0e1557e5c730d3c71f8eb47e0f95675f879a7211476245c3ddd09afc1376,2276
hiha_primary,code/src/coreot/preprocessing/full_priors.py,src/coreot/preprocessing/full_priors.py,0156f26a2cdd54784cb690382fc5d557e4bb2e505bb56e1fe9dfa45a723fa25c,0156f26a2cdd54784cb690382fc5d557e4bb2e505bb56e1fe9dfa45a723fa25c,32087
hiha_primary,code/src/coreot/preprocessing/provider_reliability.py,src/coreot/preprocessing/provider_reliability.py,e1fb0a39ffb6f646d923cbb76b6dc4777aa7f09d2c78917d107ddf8c1ea9b11c,e1fb0a39ffb6f646d923cbb76b6dc4777aa7f09d2c78917d107ddf8c1ea9b11c,13235
hiha_primary,code/src/coreot/preprocessing/runner.py,src/coreot/preprocessing/runner.py,3120143f611dcab19a4a1770932344e18b5d18dc8d91b432c32026525c802ea9,3120143f611dcab19a4a1770932344e18b5d18dc8d91b432c32026525c802ea9,9902
hiha_primary,code/src/coreot/priors/__init__.py,src/coreot/priors/__init__.py,626e69bc97380d0544d1036a4cda8265526f7b6671352e1fa1c858b1b2471378,626e69bc97380d0544d1036a4cda8265526f7b6671352e1fa1c858b1b2471378,37
hiha_primary,code/src/coreot/reports/__init__.py,src/coreot/reports/__init__.py,cb9e161a06989d47856913c48012e2e78aca2f7bc034bdb0e1a1b59aaa243e03,cb9e161a06989d47856913c48012e2e78aca2f7bc034bdb0e1a1b59aaa243e03,25
hiha_primary,code/src/coreot/reports/markdown.py,src/coreot/reports/markdown.py,f8d843c089918186443cd3e888efafcef920a71892f99a2dd81d72fd0b86504d,f8d843c089918186443cd3e888efafcef920a71892f99a2dd81d72fd0b86504d,3197
hiha_primary,code/src/coreot/reports/runner.py,src/coreot/reports/runner.py,811dd9ff3ba29cf5ddf4076495b229958d2ec4df51e007db882b4c466215ab98,811dd9ff3ba29cf5ddf4076495b229958d2ec4df51e007db882b4c466215ab98,4787
hiha_primary,code/src/coreot/results/__init__.py,src/coreot/results/__init__.py,75dcabc546f4afe8eef4b838c870839ac083c5961d7d4aea0919b7554712d14c,75dcabc546f4afe8eef4b838c870839ac083c5961d7d4aea0919b7554712d14c,47
hiha_primary,code/src/coreot/results/broad_grid.py,src/coreot/results/broad_grid.py,1614b764add2722a816a0c86ea90efb504ca3957b00f796a969d74bdf29b69ae,1614b764add2722a816a0c86ea90efb504ca3957b00f796a969d74bdf29b69ae,45873
hiha_primary,code/src/coreot/results/compare_baselines.py,src/coreot/results/compare_baselines.py,292679de7829ef22f416f4deb28fda9b6bb35e3f9eb9027dcf9f0b160d0deaed,292679de7829ef22f416f4deb28fda9b6bb35e3f9eb9027dcf9f0b160d0deaed,25404
hiha_primary,code/src/coreot/results/coreot_full_sensitivity.py,src/coreot/results/coreot_full_sensitivity.py,7e4964f7f655aa0de99ef43d698fdb7f6ac61dc6e8d0062cc3841d5af6c4dd6c,7e4964f7f655aa0de99ef43d698fdb7f6ac61dc6e8d0062cc3841d5af6c4dd6c,46669
hiha_primary,code/src/coreot/results/experiment_overview.py,src/coreot/results/experiment_overview.py,aaecf7c898d190cc5f8ec764c519de4cb70fad1cede6cfcc8d5c9f0f853daf67,aaecf7c898d190cc5f8ec764c519de4cb70fad1cede6cfcc8d5c9f0f853daf67,6360
hiha_primary,code/src/coreot/results/external_baselines.py,src/coreot/results/external_baselines.py,9b5359153aa53bc6b6aa91ad6124b9dcf05b6b221a8d70dd0c51c44ee6f35d64,9b5359153aa53bc6b6aa91ad6124b9dcf05b6b221a8d70dd0c51c44ee6f35d64,33877
